ant-table-cell,ant-table-cell 2,ant-table-cell 3,ant-table-cell 4,ant-table-cell 5
2023-12-07 22:32:47,Report,Power,25.70W,device itself
2023-12-07 22:32:47,Report,Voltage,229.20V,device itself
2023-12-07 22:32:42,Report,Current,143mA,device itself
2023-12-07 22:32:42,Report,Power,19.60W,device itself
2023-12-07 22:32:42,Report,Voltage,229.70V,device itself
2023-12-07 22:32:07,Report,Current,130mA,device itself
2023-12-07 22:32:07,Report,Power,16.00W,device itself
2023-12-07 22:32:07,Report,Voltage,229.20V,device itself
2023-12-07 22:31:31,Report,Current,158mA,device itself
2023-12-07 22:31:31,Report,Power,19.90W,device itself
2023-12-07 22:31:31,Report,Voltage,230.50V,device itself
2023-12-07 22:30:56,Report,Current,136mA,device itself
2023-12-07 22:30:56,Report,Power,16.20W,device itself
2023-12-07 22:30:56,Report,Voltage,227.50V,device itself
2023-12-07 22:30:51,Report,Current,190mA,device itself
2023-12-07 22:30:51,Report,Power,21.80W,device itself
2023-12-07 22:30:46,Report,Current,139mA,device itself
2023-12-07 22:30:46,Report,Power,15.60W,device itself
2023-12-07 22:30:46,Report,Voltage,230.50V,device itself
2023-12-07 22:30:11,Report,Current,157mA,device itself
2023-12-07 22:30:11,Report,Power,14.30W,device itself
2023-12-07 22:30:11,Report,Voltage,228.80V,device itself
2023-12-07 22:30:06,Report,Current,170mA,device itself
2023-12-07 22:30:06,Report,Power,18.90W,device itself
2023-12-07 22:30:06,Report,Voltage,229.20V,device itself
2023-12-07 22:28:31,Report,Current,115mA,device itself
2023-12-07 22:28:31,Report,Power,11.30W,device itself
2023-12-07 22:28:31,Report,Voltage,229.70V,device itself
2023-12-07 22:27:56,Report,Current,159mA,device itself
2023-12-07 22:27:56,Report,Power,15.30W,device itself
2023-12-07 22:27:51,Report,Current,148mA,device itself
2023-12-07 22:27:51,Report,Power,23.30W,device itself
2023-12-07 22:27:51,Report,Voltage,230.50V,device itself
2023-12-07 22:27:16,Report,Current,126mA,device itself
2023-12-07 22:27:16,Report,Power,15.40W,device itself
2023-12-07 22:27:16,Report,Voltage,230.10V,device itself
2023-12-07 22:26:40,Report,Current,130mA,device itself
2023-12-07 22:26:40,Report,Power,12.90W,device itself
2023-12-07 22:26:40,Report,Voltage,229.20V,device itself
2023-12-07 22:26:35,Report,Current,175mA,device itself
2023-12-07 22:26:35,Report,Power,22.60W,device itself
2023-12-07 22:26:35,Report,Voltage,229.70V,device itself
2023-12-07 22:26:00,Report,Current,152mA,device itself
2023-12-07 22:26:00,Report,Power,15.50W,device itself
2023-12-07 22:26:00,Report,Voltage,231.40V,device itself
2023-12-07 22:24:55,Report,Current,162mA,device itself
2023-12-07 22:24:55,Report,Power,13.40W,device itself
2023-12-07 22:24:55,Report,Voltage,229.70V,device itself
2023-12-07 22:23:50,Report,Current,163mA,device itself
2023-12-07 22:23:50,Report,Power,17.00W,device itself
2023-12-07 22:23:45,Report,Current,168mA,device itself
2023-12-07 22:23:45,Report,Power,21.60W,device itself
2023-12-07 22:23:45,Report,Voltage,229.20V,device itself
2023-12-07 22:23:10,Report,Current,129mA,device itself
2023-12-07 22:23:10,Report,Power,10.20W,device itself
2023-12-07 22:23:10,Report,Voltage,230.50V,device itself
2023-12-07 22:23:05,Report,Current,175mA,device itself
2023-12-07 22:23:05,Report,Power,19.20W,device itself
2023-12-07 22:23:00,Report,Current,127mA,device itself
2023-12-07 22:23:00,Report,Power,14.30W,device itself
2023-12-07 22:22:55,Report,Current,196mA,device itself
2023-12-07 22:22:55,Report,Power,25.10W,device itself
2023-12-07 22:22:55,Report,Voltage,231.00V,device itself
2023-12-07 22:21:19,Report,Current,125mA,device itself
2023-12-07 22:21:19,Report,Power,14.20W,device itself
2023-12-07 22:21:14,Report,Current,108mA,device itself
2023-12-07 22:21:14,Report,Power,9.20W,device itself
2023-12-07 22:20:39,Report,Current,166mA,device itself
2023-12-07 22:20:39,Report,Power,19.40W,device itself
2023-12-07 22:20:39,Report,Voltage,230.50V,device itself
2023-12-07 22:20:04,Report,Current,120mA,device itself
2023-12-07 22:20:04,Report,Power,11.90W,device itself
2023-12-07 22:20:04,Report,Voltage,231.40V,device itself
2023-12-07 22:19:59,Report,Current,178mA,device itself
2023-12-07 22:19:59,Report,Power,17.50W,device itself
2023-12-07 22:19:54,Report,Current,157mA,device itself
2023-12-07 22:19:54,Report,Power,14.00W,device itself
2023-12-07 22:19:49,Report,Current,105mA,device itself
2023-12-07 22:19:49,Report,Power,11.40W,device itself
2023-12-07 22:19:49,Report,Voltage,230.50V,device itself
2023-12-07 22:19:44,Report,Current,139mA,device itself
2023-12-07 22:19:44,Report,Power,15.00W,device itself
2023-12-07 22:19:44,Report,Voltage,231.40V,device itself
2023-12-07 22:18:39,Report,Current,171mA,device itself
2023-12-07 22:18:39,Report,Power,23.70W,device itself
2023-12-07 22:18:39,Report,Voltage,229.20V,device itself
2023-12-07 22:17:34,Report,Current,141mA,device itself
2023-12-07 22:17:34,Report,Power,17.50W,device itself
2023-12-07 22:16:59,Report,Current,137mA,device itself
2023-12-07 22:16:59,Report,Power,14.10W,device itself
2023-12-07 22:16:54,Report,Current,107mA,device itself
2023-12-07 22:16:54,Report,Power,11.20W,device itself
2023-12-07 22:16:54,Report,Voltage,229.70V,device itself
2023-12-07 22:16:49,Report,Current,145mA,device itself
2023-12-07 22:16:49,Report,Power,19.60W,device itself
2023-12-07 22:16:49,Report,Voltage,231.00V,device itself
2023-12-07 22:16:23,Report,Add Electricity,0.01,device itself
2023-12-07 22:16:13,Report,Current,141mA,device itself
2023-12-07 22:16:13,Report,Power,13.40W,device itself
2023-12-07 22:16:08,Report,Current,200mA,device itself
2023-12-07 22:16:08,Report,Power,23.00W,device itself
2023-12-07 22:16:08,Report,Voltage,231.40V,device itself
2023-12-07 22:16:03,Report,Current,154mA,device itself
2023-12-07 22:16:03,Report,Power,12.60W,device itself
2023-12-07 22:16:03,Report,Voltage,232.30V,device itself
2023-12-07 22:15:54,Device semaphore,Device semaphore,signal intensity:-67||Remaining memory:39064||UTC:1701965754||DST:1701965754,device itself
2023-12-07 22:15:28,Report,Current,168mA,device itself
2023-12-07 22:15:28,Report,Power,20.10W,device itself
2023-12-07 22:15:23,Report,Current,135mA,device itself
2023-12-07 22:15:23,Report,Power,15.30W,device itself
2023-12-07 22:15:23,Report,Voltage,231.00V,device itself
2023-12-07 22:14:48,Report,Current,284mA,device itself
2023-12-07 22:14:48,Report,Power,35.80W,device itself
2023-12-07 22:14:43,Report,Current,237mA,device itself
2023-12-07 22:14:43,Report,Power,28.60W,device itself
2023-12-07 22:14:43,Report,Voltage,230.50V,device itself
2023-12-07 22:14:38,Report,Current,300mA,device itself
2023-12-07 22:14:38,Report,Power,40.70W,device itself
2023-12-07 22:14:38,Report,Voltage,229.20V,device itself
2023-12-07 22:12:03,Report,Current,105mA,device itself
2023-12-07 22:12:03,Report,Power,12.10W,device itself
2023-12-07 22:11:58,Report,Power,16.90W,device itself
2023-12-07 22:11:52,Report,Current,164mA,device itself
2023-12-07 22:11:52,Report,Power,11.40W,device itself
2023-12-07 22:11:52,Report,Voltage,231.40V,device itself
2023-12-07 22:10:47,Report,Current,149mA,device itself
2023-12-07 22:10:47,Report,Power,17.30W,device itself
2023-12-07 22:10:47,Report,Voltage,230.50V,device itself
2023-12-07 22:10:42,Report,Current,227mA,device itself
2023-12-07 22:10:42,Report,Power,31.70W,device itself
2023-12-07 22:10:37,Report,Current,143mA,device itself
2023-12-07 22:10:37,Report,Power,15.40W,device itself
2023-12-07 22:10:37,Report,Voltage,229.70V,device itself
2023-12-07 22:08:02,Report,Current,108mA,device itself
2023-12-07 22:08:02,Report,Power,9.80W,device itself
2023-12-07 22:08:02,Report,Voltage,230.50V,device itself
2023-12-07 22:07:27,Report,Current,268mA,device itself
2023-12-07 22:07:27,Report,Power,29.40W,device itself
2023-12-07 22:07:27,Report,Voltage,231.00V,device itself
2023-12-07 22:07:22,Report,Current,149mA,device itself
2023-12-07 22:07:22,Report,Power,14.80W,device itself
2023-12-07 22:07:22,Report,Voltage,230.50V,device itself
2023-12-07 22:06:46,Report,Current,134mA,device itself
2023-12-07 22:06:46,Report,Power,11.40W,device itself
2023-12-07 22:06:46,Report,Voltage,229.70V,device itself
2023-12-07 22:06:11,Report,Current,153mA,device itself
2023-12-07 22:06:11,Report,Power,17.00W,device itself
2023-12-07 22:06:11,Report,Voltage,230.50V,device itself
2023-12-07 22:06:06,Report,Current,99mA,device itself
2023-12-07 22:06:06,Report,Power,11.20W,device itself
2023-12-07 22:06:01,Report,Current,105mA,device itself
2023-12-07 22:06:01,Report,Power,16.80W,device itself
2023-12-07 22:06:01,Report,Voltage,229.70V,device itself
2023-12-07 22:04:26,Report,Current,119mA,device itself
2023-12-07 22:04:26,Report,Power,12.80W,device itself
2023-12-07 22:04:26,Report,Voltage,232.80V,device itself
2023-12-07 22:03:51,Report,Current,168mA,device itself
2023-12-07 22:03:51,Report,Power,29.10W,device itself
2023-12-07 22:03:51,Report,Voltage,231.90V,device itself
2023-12-07 22:03:16,Report,Current,130mA,device itself
2023-12-07 22:03:16,Report,Power,14.90W,device itself
2023-12-07 22:03:16,Report,Voltage,231.00V,device itself
2023-12-07 22:01:40,Report,Current,203mA,device itself
2023-12-07 22:01:40,Report,Power,10.90W,device itself
2023-12-07 22:01:40,Report,Voltage,229.20V,device itself
2023-12-07 22:01:05,Report,Current,201mA,device itself
2023-12-07 22:01:05,Report,Power,18.10W,device itself
2023-12-07 22:01:05,Report,Voltage,230.50V,device itself
2023-12-07 21:59:30,Report,Current,164mA,device itself
2023-12-07 21:59:30,Report,Power,14.80W,device itself
2023-12-07 21:59:30,Report,Voltage,229.70V,device itself
2023-12-07 21:59:25,Report,Current,102mA,device itself
2023-12-07 21:59:25,Report,Power,10.40W,device itself
2023-12-07 21:59:20,Report,Current,180mA,device itself
2023-12-07 21:59:20,Report,Power,20.60W,device itself
2023-12-07 21:59:20,Report,Voltage,230.50V,device itself
2023-12-07 21:59:15,Report,Current,162mA,device itself
2023-12-07 21:59:15,Report,Power,11.00W,device itself
2023-12-07 21:59:10,Report,Current,237mA,device itself
2023-12-07 21:59:10,Report,Power,29.80W,device itself
2023-12-07 21:59:10,Report,Voltage,230.10V,device itself
2023-12-07 21:58:35,Report,Current,161mA,device itself
2023-12-07 21:58:35,Report,Power,15.60W,device itself
2023-12-07 21:58:30,Report,Current,164mA,device itself
2023-12-07 21:58:30,Report,Power,12.80W,device itself
2023-12-07 21:58:25,Report,Current,171mA,device itself
2023-12-07 21:58:25,Report,Power,17.90W,device itself
2023-12-07 21:58:20,Report,Current,146mA,device itself
2023-12-07 21:58:20,Report,Power,11.10W,device itself
2023-12-07 21:58:15,Report,Current,152mA,device itself
2023-12-07 21:58:15,Report,Power,14.20W,device itself
2023-12-07 21:58:15,Report,Voltage,229.70V,device itself
2023-12-07 21:58:10,Report,Current,100mA,device itself
2023-12-07 21:58:10,Report,Power,18.20W,device itself
2023-12-07 21:58:10,Report,Voltage,231.40V,device itself
2023-12-07 21:57:35,Report,Current,99mA,device itself
2023-12-07 21:57:35,Report,Power,10.90W,device itself
2023-12-07 21:57:35,Report,Voltage,229.70V,device itself
2023-12-07 21:57:00,Report,Current,189mA,device itself
2023-12-07 21:57:00,Report,Power,20.70W,device itself
2023-12-07 21:57:00,Report,Voltage,228.80V,device itself
2023-12-07 21:56:25,Report,Current,125mA,device itself
2023-12-07 21:56:25,Report,Power,14.30W,device itself
2023-12-07 21:56:25,Report,Voltage,229.20V,device itself
2023-12-07 21:56:20,Report,Current,154mA,device itself
2023-12-07 21:56:20,Report,Power,20.90W,device itself
2023-12-07 21:56:14,Report,Current,140mA,device itself
2023-12-07 21:56:14,Report,Power,17.40W,device itself
2023-12-07 21:56:14,Report,Voltage,229.70V,device itself
2023-12-07 21:56:09,Report,Current,209mA,device itself
2023-12-07 21:56:09,Report,Power,21.80W,device itself
2023-12-07 21:54:34,Report,Current,108mA,device itself
2023-12-07 21:54:34,Report,Power,9.40W,device itself
2023-12-07 21:54:34,Report,Voltage,228.80V,device itself
2023-12-07 21:53:59,Report,Current,112mA,device itself
2023-12-07 21:53:59,Report,Power,12.90W,device itself
2023-12-07 21:53:59,Report,Voltage,229.70V,device itself
2023-12-07 21:51:23,Report,Current,117mA,device itself
2023-12-07 21:51:23,Report,Power,10.30W,device itself
2023-12-07 21:51:23,Report,Voltage,229.20V,device itself
2023-12-07 21:50:48,Report,Current,140mA,device itself
2023-12-07 21:50:48,Report,Power,15.60W,device itself
2023-12-07 21:50:48,Report,Voltage,228.80V,device itself
2023-12-07 21:50:13,Report,Current,101mA,device itself
2023-12-07 21:50:13,Report,Power,10.90W,device itself
2023-12-07 21:50:13,Report,Voltage,229.70V,device itself
2023-12-07 21:48:38,Report,Power,12.50W,device itself
2023-12-07 21:48:38,Report,Voltage,228.80V,device itself
2023-12-07 21:48:33,Report,Current,123mA,device itself
2023-12-07 21:48:33,Report,Power,9.80W,device itself
2023-12-07 21:48:33,Report,Voltage,230.50V,device itself
2023-12-07 21:47:28,Report,Current,169mA,device itself
2023-12-07 21:47:28,Report,Power,22.70W,device itself
2023-12-07 21:46:53,Report,Current,145mA,device itself
2023-12-07 21:46:53,Report,Power,12.90W,device itself
2023-12-07 21:46:48,Report,Current,152mA,device itself
2023-12-07 21:46:48,Report,Power,10.50W,device itself
2023-12-07 21:46:48,Report,Voltage,229.20V,device itself
2023-12-07 21:46:43,Report,Current,134mA,device itself
2023-12-07 21:46:43,Report,Power,14.30W,device itself
2023-12-07 21:46:38,Report,Current,119mA,device itself
2023-12-07 21:46:38,Report,Power,10.10W,device itself
2023-12-07 21:46:38,Report,Voltage,226.60V,device itself
2023-12-07 21:46:17,Report,Add Electricity,0.01,device itself
2023-12-07 21:45:02,Report,Current,127mA,device itself
2023-12-07 21:45:02,Report,Power,14.10W,device itself
2023-12-07 21:43:57,Report,Current,145mA,device itself
2023-12-07 21:43:57,Report,Power,12.40W,device itself
2023-12-07 21:43:52,Report,Current,233mA,device itself
2023-12-07 21:43:52,Report,Power,24.00W,device itself
2023-12-07 21:43:47,Report,Current,128mA,device itself
2023-12-07 21:43:47,Report,Power,15.60W,device itself
2023-12-07 21:43:47,Report,Voltage,228.30V,device itself
2023-12-07 21:42:42,Report,Current,106mA,device itself
2023-12-07 21:42:42,Report,Power,15.50W,device itself
2023-12-07 21:42:42,Report,Voltage,227.90V,device itself
2023-12-07 21:42:37,Report,Current,111mA,device itself
2023-12-07 21:42:37,Report,Power,11.50W,device itself
2023-12-07 21:42:32,Report,Current,206mA,device itself
2023-12-07 21:42:32,Report,Power,22.70W,device itself
2023-12-07 21:42:32,Report,Voltage,229.70V,device itself
2023-12-07 21:42:27,Report,Current,161mA,device itself
2023-12-07 21:42:27,Report,Power,18.10W,device itself
2023-12-07 21:42:22,Report,Current,159mA,device itself
2023-12-07 21:42:22,Report,Power,10.10W,device itself
2023-12-07 21:42:22,Report,Voltage,229.20V,device itself
2023-12-07 21:41:16,Report,Current,182mA,device itself
2023-12-07 21:41:16,Report,Power,25.30W,device itself
2023-12-07 21:41:16,Report,Voltage,229.70V,device itself
2023-12-07 21:41:11,Report,Current,171mA,device itself
2023-12-07 21:41:11,Report,Power,20.00W,device itself
2023-12-07 21:41:06,Report,Current,182mA,device itself
2023-12-07 21:41:06,Report,Power,26.90W,device itself
2023-12-07 21:41:01,Report,Current,133mA,device itself
2023-12-07 21:41:01,Report,Power,14.60W,device itself
2023-12-07 21:40:56,Report,Current,213mA,device itself
2023-12-07 21:40:56,Report,Power,20.90W,device itself
2023-12-07 21:40:51,Report,Current,244mA,device itself
2023-12-07 21:40:51,Report,Power,27.80W,device itself
2023-12-07 21:40:51,Report,Voltage,227.90V,device itself
2023-12-07 21:40:46,Report,Current,171mA,device itself
2023-12-07 21:40:46,Report,Power,21.70W,device itself
2023-12-07 21:40:41,Report,Current,143mA,device itself
2023-12-07 21:40:41,Report,Power,12.40W,device itself
2023-12-07 21:40:41,Report,Voltage,229.20V,device itself
2023-12-07 21:40:06,Report,Current,123mA,device itself
2023-12-07 21:40:06,Report,Power,21.80W,device itself
2023-12-07 21:40:06,Report,Voltage,227.50V,device itself
2023-12-07 21:40:01,Report,Current,108mA,device itself
2023-12-07 21:40:01,Report,Power,16.60W,device itself
2023-12-07 21:39:56,Report,Current,214mA,device itself
2023-12-07 21:39:56,Report,Power,26.30W,device itself
2023-12-07 21:39:56,Report,Voltage,229.20V,device itself
2023-12-07 21:39:51,Report,Current,105mA,device itself
2023-12-07 21:39:51,Report,Power,15.40W,device itself
2023-12-07 21:39:46,Report,Current,130mA,device itself
2023-12-07 21:39:46,Report,Power,12.60W,device itself
2023-12-07 21:39:46,Report,Voltage,227.90V,device itself
2023-12-07 21:39:11,Report,Current,146mA,device itself
2023-12-07 21:39:11,Report,Power,17.60W,device itself
2023-12-07 21:39:11,Report,Voltage,229.20V,device itself
2023-12-07 21:39:06,Report,Current,110mA,device itself
2023-12-07 21:39:06,Report,Power,11.10W,device itself
2023-12-07 21:39:01,Report,Current,173mA,device itself
2023-12-07 21:39:01,Report,Power,23.50W,device itself
2023-12-07 21:39:01,Report,Voltage,229.70V,device itself
2023-12-07 21:38:56,Report,Current,141mA,device itself
2023-12-07 21:38:56,Report,Power,14.70W,device itself
2023-12-07 21:38:51,Report,Current,177mA,device itself
2023-12-07 21:38:51,Report,Power,9.80W,device itself
2023-12-07 21:38:51,Report,Voltage,228.30V,device itself
2023-12-07 21:37:46,Report,Current,141mA,device itself
2023-12-07 21:37:46,Report,Power,31.10W,device itself
2023-12-07 21:37:46,Report,Voltage,229.20V,device itself
2023-12-07 21:37:41,Report,Current,232mA,device itself
2023-12-07 21:37:41,Report,Power,18.10W,device itself
2023-12-07 21:37:36,Report,Current,169mA,device itself
2023-12-07 21:37:36,Report,Power,14.40W,device itself
2023-12-07 21:37:36,Report,Voltage,228.80V,device itself
2023-12-07 21:37:00,Report,Current,247mA,device itself
2023-12-07 21:37:00,Report,Power,27.60W,device itself
2023-12-07 21:37:00,Report,Voltage,228.30V,device itself
2023-12-07 21:36:55,Report,Current,99mA,device itself
2023-12-07 21:36:55,Report,Power,9.70W,device itself
2023-12-07 21:36:50,Report,Current,171mA,device itself
2023-12-07 21:36:50,Report,Power,23.10W,device itself
2023-12-07 21:36:50,Report,Voltage,229.20V,device itself
2023-12-07 21:35:15,Report,Current,98mA,device itself
2023-12-07 21:35:15,Report,Power,13.00W,device itself
2023-12-07 21:35:15,Report,Voltage,230.10V,device itself
2023-12-07 21:34:40,Report,Current,107mA,device itself
2023-12-07 21:34:40,Report,Power,25.70W,device itself
2023-12-07 21:34:35,Report,Current,113mA,device itself
2023-12-07 21:34:35,Report,Power,10.10W,device itself
2023-12-07 21:34:35,Report,Voltage,228.30V,device itself
2023-12-07 21:34:30,Report,Current,159mA,device itself
2023-12-07 21:34:30,Report,Power,14.70W,device itself
2023-12-07 21:34:30,Report,Voltage,227.90V,device itself
2023-12-07 21:33:55,Report,Current,190mA,device itself
2023-12-07 21:33:55,Report,Power,11.70W,device itself
2023-12-07 21:33:50,Report,Current,108mA,device itself
2023-12-07 21:33:50,Report,Power,20.10W,device itself
2023-12-07 21:33:50,Report,Voltage,227.00V,device itself
2023-12-07 21:32:45,Report,Current,126mA,device itself
2023-12-07 21:32:45,Report,Power,12.60W,device itself
2023-12-07 21:32:45,Report,Voltage,227.50V,device itself
2023-12-07 21:32:40,Report,Current,179mA,device itself
2023-12-07 21:32:40,Report,Power,23.50W,device itself
2023-12-07 21:32:35,Report,Current,131mA,device itself
2023-12-07 21:32:35,Report,Power,12.10W,device itself
2023-12-07 21:32:35,Report,Voltage,228.30V,device itself
2023-12-07 21:32:00,Report,Current,113mA,device itself
2023-12-07 21:32:00,Report,Power,9.10W,device itself
2023-12-07 21:32:00,Report,Voltage,227.90V,device itself
2023-12-07 21:31:54,Report,Current,185mA,device itself
2023-12-07 21:31:54,Report,Power,20.00W,device itself
2023-12-07 21:31:54,Report,Voltage,229.20V,device itself
2023-12-07 21:31:19,Report,Current,127mA,device itself
2023-12-07 21:31:19,Report,Power,12.10W,device itself
2023-12-07 21:31:19,Report,Voltage,228.30V,device itself
2023-12-07 21:30:14,Report,Current,160mA,device itself
2023-12-07 21:30:14,Report,Power,18.00W,device itself
2023-12-07 21:30:14,Report,Voltage,228.80V,device itself
2023-12-07 21:29:09,Report,Current,166mA,device itself
2023-12-07 21:29:09,Report,Power,10.90W,device itself
2023-12-07 21:29:04,Report,Current,136mA,device itself
2023-12-07 21:29:04,Report,Power,14.20W,device itself
2023-12-07 21:29:04,Report,Voltage,228.30V,device itself
2023-12-07 21:27:59,Report,Current,102mA,device itself
2023-12-07 21:27:59,Report,Power,12.60W,device itself
2023-12-07 21:27:59,Report,Voltage,230.10V,device itself
2023-12-07 21:27:24,Report,Current,98mA,device itself
2023-12-07 21:27:24,Report,Power,9.20W,device itself
2023-12-07 21:27:24,Report,Voltage,229.20V,device itself
2023-12-07 21:27:19,Report,Current,140mA,device itself
2023-12-07 21:27:19,Report,Power,14.60W,device itself
2023-12-07 21:27:19,Report,Voltage,231.40V,device itself
2023-12-07 21:26:43,Report,Current,168mA,device itself
2023-12-07 21:26:43,Report,Power,23.00W,device itself
2023-12-07 21:26:43,Report,Voltage,230.50V,device itself
2023-12-07 21:26:08,Report,Current,105mA,device itself
2023-12-07 21:26:08,Report,Power,13.20W,device itself
2023-12-07 21:26:08,Report,Voltage,229.70V,device itself
2023-12-07 21:26:03,Report,Current,156mA,device itself
2023-12-07 21:26:03,Report,Power,17.80W,device itself
2023-12-07 21:26:03,Report,Voltage,230.50V,device itself
2023-12-07 21:24:58,Report,Power,11.10W,device itself
2023-12-07 21:24:58,Report,Voltage,231.00V,device itself
2023-12-07 21:24:23,Report,Power,16.10W,device itself
2023-12-07 21:24:23,Report,Voltage,229.20V,device itself
2023-12-07 21:23:48,Report,Current,129mA,device itself
2023-12-07 21:23:48,Report,Power,13.10W,device itself
2023-12-07 21:23:43,Report,Current,98mA,device itself
2023-12-07 21:23:43,Report,Power,8.60W,device itself
2023-12-07 21:23:43,Report,Voltage,229.70V,device itself
2023-12-07 21:23:38,Report,Current,127mA,device itself
2023-12-07 21:23:38,Report,Power,12.10W,device itself
2023-12-07 21:23:38,Report,Voltage,230.10V,device itself
2023-12-07 21:22:33,Report,Current,250mA,device itself
2023-12-07 21:22:33,Report,Power,20.60W,device itself
2023-12-07 21:22:28,Report,Current,182mA,device itself
2023-12-07 21:22:28,Report,Power,10.50W,device itself
2023-12-07 21:22:23,Report,Current,160mA,device itself
2023-12-07 21:22:23,Report,Power,15.30W,device itself
2023-12-07 21:22:18,Report,Current,183mA,device itself
2023-12-07 21:22:18,Report,Power,19.90W,device itself
2023-12-07 21:22:18,Report,Voltage,230.50V,device itself
2023-12-07 21:21:12,Report,Current,150mA,device itself
2023-12-07 21:21:12,Report,Power,12.80W,device itself
2023-12-07 21:21:07,Report,Current,154mA,device itself
2023-12-07 21:21:07,Report,Power,24.60W,device itself
2023-12-07 21:21:07,Report,Voltage,230.10V,device itself
2023-12-07 21:20:32,Report,Current,138mA,device itself
2023-12-07 21:20:32,Report,Power,17.40W,device itself
2023-12-07 21:18:57,Report,Current,130mA,device itself
2023-12-07 21:18:57,Report,Power,12.30W,device itself
2023-12-07 21:18:52,Report,Current,117mA,device itself
2023-12-07 21:18:52,Report,Power,24.80W,device itself
2023-12-07 21:18:47,Report,Current,130mA,device itself
2023-12-07 21:18:47,Report,Power,14.10W,device itself
2023-12-07 21:18:42,Report,Current,108mA,device itself
2023-12-07 21:18:42,Report,Power,10.30W,device itself
2023-12-07 21:18:42,Report,Voltage,229.70V,device itself
2023-12-07 21:18:37,Report,Current,127mA,device itself
2023-12-07 21:18:37,Report,Power,19.00W,device itself
2023-12-07 21:18:32,Report,Current,121mA,device itself
2023-12-07 21:18:32,Report,Power,13.30W,device itself
2023-12-07 21:18:32,Report,Voltage,230.10V,device itself
2023-12-07 21:16:56,Report,Current,100mA,device itself
2023-12-07 21:16:56,Report,Power,11.20W,device itself
2023-12-07 21:16:51,Report,Current,106mA,device itself
2023-12-07 21:16:51,Report,Power,9.20W,device itself
2023-12-07 21:16:51,Report,Voltage,228.80V,device itself
2023-12-07 21:16:46,Report,Current,100mA,device itself
2023-12-07 21:16:46,Report,Power,17.50W,device itself
2023-12-07 21:16:11,Report,Add Electricity,0.01,device itself
2023-12-07 21:15:54,Device semaphore,Device semaphore,signal intensity:-70||Remaining memory:39064||UTC:1701962154||DST:1701962154,device itself
2023-12-07 21:14:41,Report,Current,160mA,device itself
2023-12-07 21:14:41,Report,Power,10.50W,device itself
2023-12-07 21:14:36,Report,Current,133mA,device itself
2023-12-07 21:14:36,Report,Power,14.50W,device itself
2023-12-07 21:14:36,Report,Voltage,230.10V,device itself
2023-12-07 21:14:01,Report,Current,115mA,device itself
2023-12-07 21:14:01,Report,Power,11.70W,device itself
2023-12-07 21:13:56,Report,Power,16.70W,device itself
2023-12-07 21:13:56,Report,Voltage,230.50V,device itself
2023-12-07 21:13:21,Report,Current,108mA,device itself
2023-12-07 21:13:21,Report,Power,9.40W,device itself
2023-12-07 21:13:21,Report,Voltage,229.70V,device itself
2023-12-07 21:13:16,Report,Current,112mA,device itself
2023-12-07 21:13:16,Report,Power,11.80W,device itself
2023-12-07 21:13:16,Report,Voltage,231.00V,device itself
2023-12-07 21:11:40,Report,Current,193mA,device itself
2023-12-07 21:11:40,Report,Power,13.60W,device itself
2023-12-07 21:11:40,Report,Voltage,231.40V,device itself
2023-12-07 21:09:35,Report,Current,135mA,device itself
2023-12-07 21:09:35,Report,Power,10.50W,device itself
2023-12-07 21:09:30,Report,Current,172mA,device itself
2023-12-07 21:09:30,Report,Power,18.70W,device itself
2023-12-07 21:09:30,Report,Voltage,230.50V,device itself
2023-12-07 21:08:25,Report,Current,210mA,device itself
2023-12-07 21:08:25,Report,Power,27.40W,device itself
2023-12-07 21:08:25,Report,Voltage,228.30V,device itself
2023-12-07 21:07:20,Report,Current,216mA,device itself
2023-12-07 21:07:20,Report,Power,23.00W,device itself
2023-12-07 21:07:20,Report,Voltage,230.50V,device itself
2023-12-07 21:03:44,Report,Current,118mA,device itself
2023-12-07 21:03:44,Report,Power,9.70W,device itself
2023-12-07 21:03:44,Report,Voltage,227.50V,device itself
2023-12-07 21:02:39,Report,Current,147mA,device itself
2023-12-07 21:02:39,Report,Power,18.80W,device itself
2023-12-07 21:01:34,Report,Current,187mA,device itself
2023-12-07 21:01:34,Report,Power,22.30W,device itself
2023-12-07 21:01:34,Report,Voltage,228.80V,device itself
2023-12-07 20:59:58,Report,Current,135mA,device itself
2023-12-07 20:59:58,Report,Power,10.20W,device itself
2023-12-07 20:59:58,Report,Voltage,227.00V,device itself
2023-12-07 20:57:53,Report,Current,140mA,device itself
2023-12-07 20:57:53,Report,Power,14.80W,device itself
2023-12-07 20:57:48,Report,Current,204mA,device itself
2023-12-07 20:57:48,Report,Power,23.70W,device itself
2023-12-07 20:57:48,Report,Voltage,227.90V,device itself
2023-12-07 20:57:43,Report,Current,158mA,device itself
2023-12-07 20:57:43,Report,Power,18.60W,device itself
2023-12-07 20:57:43,Report,Voltage,227.00V,device itself
2023-12-07 20:57:08,Report,Current,126mA,device itself
2023-12-07 20:57:08,Report,Power,12.60W,device itself
2023-12-07 20:57:08,Report,Voltage,227.50V,device itself
2023-12-07 20:56:33,Report,Current,140mA,device itself
2023-12-07 20:56:33,Report,Power,11.30W,device itself
2023-12-07 20:55:57,Report,Current,141mA,device itself
2023-12-07 20:55:57,Report,Power,18.40W,device itself
2023-12-07 20:55:57,Report,Voltage,227.90V,device itself
